Daily_Calories,Breakfast,Lunch,Dinner,Snacks,Water_Intake_L
2137,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
2619,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.6
1803,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
2962,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,1.8
2635,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.6
2203,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
3171,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
1417,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
1939,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.1
2221,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
2378,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.9
2709,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2946,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
1771,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
3029,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
4032,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
2812,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
1381,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.8
1916,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.7
2666,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.9
1935,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
2941,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,1.8
3353,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.5
3375,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
1767,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
2540,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2414,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.8
2453,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
2570,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
1996,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.4
3894,Vegan breakfast: Tofu scramble,Vegan lunch: Buddha bowl,Vegan dinner: Chickpea curry,Vegan snacks: Fresh fruits and seeds,3.7
2945,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.3
2644,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.4
3319,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.8
2078,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.8
2052,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.8
2413,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
3051,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.5
4003,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.2
4340,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
1334,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2443,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
2284,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2196,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
1943,Vegetarian breakfast: Oatmeal with fruits,Vegetarian lunch: Quinoa bowl with vegetables,Vegetarian dinner: Lentil curry with rice,Vegetarian snacks: Mixed nuts and dried fruits,2.6
1800,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.3
3339,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,4
4732,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.5
2921,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2512,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.6
2940,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2203,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.8
2028,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,2.2
2736,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.8
4038,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.8
3096,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
2006,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
2291,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.8
1182,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.7
3885,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.9
3118,Low-carb breakfast: Eggs with vegetables,High-protein lunch: Grilled chicken salad,Balanced dinner: Fish with green vegetables,Sugar-free snacks: Nuts and seeds,3.7
4430,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
2959,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.4
2893,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
1536,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
1902,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,1.7
2394,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
2419,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
3528,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
3889,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.9
3418,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.8
2545,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
1911,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.7
2698,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.2
4018,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.3
3962,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3
3882,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.2
1988,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.6
2224,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2020,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2295,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
2655,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
1940,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
1758,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.8
2255,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.9
2958,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2115,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.4
1931,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2
3646,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.1
3513,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.5
3457,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.8
1461,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.7
2560,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.8
3488,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2
2140,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,3.4
4134,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,3.7
2176,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,1.9
2414,Allergy-safe breakfast: Oatmeal with seeds,Safe lunch: Turkey and vegetable wrap,Safe dinner: Grilled chicken with rice,Safe snacks: Apple slices with sunflower butter,2.1
2041,Protein breakfast: Eggs and toast,Balanced lunch: Grilled chicken salad,Protein dinner: Salmon with vegetables,Healthy snacks: Greek yogurt with berries,2.9
